Name,Date,notes,Value,Change
GRH,2015-11-18,notes,512.2,DECREASED
XOT,2015-9-9,notes,9.32,DECREASED
IQZ,2015-7-16,notes,245.70,DECREASED
XOT,2015-9-8,notes,Not found,UNKNOWN
ABU,2015-11-16,notes,not there,UNKNOWN
LLV,2015-7-2,notes,144.2,DECREASED
DWM,2015-11-12,notes,223.11,DECREASED
ZKG,2015-10-18,notes,641.21,INCREASED
DJY,2015-10-8,notes,240.55,DECREASED
SIF,2015-8-14,notes,971.27,INCREASED
RHS,2015-9-11,notes,859.40,INCREASED
MQZ,2015-11-18,notes,458.66,INCREASED
QLS,2015-9-3,notes,560.77,DECREASED
RHS,2015-10-7,notes,938.75,INCREASED
OQB,2015-9-2,notes,521.39,DECREASED
ZKG,2015-9-6,notes,313.55,DECREASED
ZVQ,2015-10-11,notes,607.73,INCREASED
OBR,2015-11-9,notes,692.9,INCREASED
OEI,2015-8-10,notes,625.49,INCREASED
XZZ,2015-7-18,notes,781.60,DECREASED
HSK,2015-11-15,notes,--,UNKNOWN
XQN,2015-8-9,notes,507.12,INCREASED
DNX,2015-11-14,notes,238.65,DECREASED
RNP,2015-11-16,notes,not there,UNKNOWN
ETP,2015-11-16,notes,97.65,DECREASED
GUC,2015-10-1,notes,Missing,UNKNOWN
PEX,2015-7-10,notes,...,UNKNOWN
QBU,2015-8-7,notes,951.92,INCREASED
MQZ,2015-11-14,notes,546.27,INCREASED
TSM,2015-11-3,notes,259.68,DECREASED
UBH,2015-9-17,notes,604.87,DECREASED
HSK,2015-10-2,notes,842.80,INCREASED
DWM,2015-9-12,notes,939.0,INCREASED
HSK,2015-10-16,notes,745.93,DECREASED
KTX,2015-8-17,notes,2.9,DECREASED
SGT,2015-7-10,notes,618.81,INCREASED
OPZ,2015-8-4,notes,366.59,DECREASED
HSK,2015-11-11,notes,17.68,DECREASED
PFT,2015-10-2,notes,265.81,DECREASED
OBR,2015-10-3,notes,UNKOWN,UNKNOWN
JFG,2015-8-11,notes,430.23,INCREASED
NSJ,2015-10-17,notes,301.18,DECREASED
DUO,2015-9-4,notes,746.42,INCREASED
IUQ,2015-7-14,notes,981.73,INCREASED
IFM,2015-10-19,notes,237.95,DECREASED
QBU,2015-10-4,notes,783.19,INCREASED
WYO,2015-7-7,notes,538.24,DECREASED
LII,2015-11-7,notes,907.16,INCREASED
YLB,2015-9-19,notes,159.57,DECREASED
RTN,2015-9-19,notes,875.58,INCREASED
LVR,2015-11-7,notes,484.22,INCREASED
QNH,2015-11-2,notes,687.56,INCREASED
LDT,2015-11-7,notes,631.65,INCREASED
LVR,2015-7-2,notes,450.46,DECREASED
OQB,2015-8-8,notes,112.19,DECREASED
YLB,2015-11-2,notes,37.22,DECREASED
KZW,2015-10-20,notes,946.79,INCREASED
TZA,2015-11-7,notes,515.70,INCREASED
VFK,2015-11-7,notes,...,UNKNOWN
DKM,2015-10-3,notes,788.49,INCREASED
MDH,2015-10-16,notes,237.31,DECREASED
NSJ,2015-11-6,notes,263.30,DECREASED
ZGV,2015-9-16,notes,...,UNKNOWN
GRH,2015-8-8,notes,358.66,DECREASED
IMN,2015-7-12,notes,330.97,DECREASED
ABU,2015-8-18,notes,748.50,INCREASED
ARA,2015-9-11,notes,699.98,DECREASED
IQZ,2015-10-12,notes,658.84,DECREASED
IFM,2015-11-5,notes,352.17,DECREASED
DNX,2015-8-17,notes,610.35,INCREASED
PUA,2015-9-17,notes,545.83,DECREASED
XOT,2015-8-4,notes,720.28,INCREASED
IXX,2015-9-4,notes,737.77,INCREASED
FGF,2015-7-11,notes,699.34,INCREASED
IMN,2015-10-19,notes,250.90,DECREASED
DJY,2015-9-14,notes,N/A,UNKNOWN
ZGV,2015-7-19,notes,852.17,INCREASED
FZV,2015-10-12,notes,916.25,INCREASED
KTX,2015-11-10,notes,200.93,INCREASED
YLB,2015-10-4,notes,115.6,DECREASED
KJJ,2015-11-11,notes,325.57,DECREASED
ZVQ,2015-10-4,notes,445.54,DECREASED
ARA,2015-11-10,notes,224.73,DECREASED
OBR,2015-7-1,notes,-,UNKNOWN
RHS,2015-8-7,notes,659.69,DECREASED
OPZ,2015-11-18,notes,96.55,DECREASED
SGT,2015-7-1,notes,23.25,NEW
GRH,2015-10-8,notes,Lost,UNKNOWN
NSJ,2015-8-9,notes,350.47,INCREASED
FKS,2015-9-4,notes,729.87,INCREASED
QNH,2015-9-19,notes,757.59,DECREASED
UBH,2015-8-2,notes,176.3,DECREASED
ARA,2015-8-17,notes,287.20,DECREASED
TSM,2015-11-19,notes,41.55,DECREASED
LVR,2015-7-4,notes,730.97,INCREASED
OPZ,2015-7-8,notes,Missing,UNKNOWN
IQZ,2015-7-20,notes,576.46,DECREASED
DEE,2015-11-7,notes,433.88,DECREASED
HSK,2015-9-16,notes,985.4,INCREASED
IUQ,2015-8-9,notes,95.67,DECREASED
QNH,2015-11-5,notes,80.75,DECREASED
FZV,2015-10-1,notes,78.83,DECREASED
QLS,2015-11-1,notes,561.71,INCREASED
ORX,2015-9-2,notes,544.14,DECREASED
FFJ,2015-11-7,notes,626.3,INCREASED
FKS,2015-7-19,notes,310.28,DECREASED
COF,2015-9-4,notes,673.61,INCREASED
GRH,2015-11-12,notes,810.55,INCREASED
ZVQ,2015-10-7,notes,919.21,INCREASED
XQN,2015-7-1,notes,788.82,NEW
QNH,2015-9-17,notes,419.0,DECREASED
ZPZ,2015-8-16,notes,725.2,INCREASED
VVX,2015-10-11,notes,437.65,INCREASED
PFT,2015-10-7,notes,701.37,INCREASED
RTN,2015-10-19,notes,69.84,INCREASED
ZGV,2015-11-3,notes,12.45,DECREASED
FGF,2015-7-6,notes,433.89,DECREASED
SBH,2015-10-15,notes,776.8,INCREASED
LVR,2015-9-7,notes,725.65,INCREASED
IMN,2015-10-9,notes,310.83,INCREASED
PUA,2015-10-12,notes,700.42,INCREASED
BBL,2015-8-6,notes,Missing,UNKNOWN
ETP,2015-8-6,notes,798.72,DECREASED
VVX,2015-7-14,notes,654.96,INCREASED
PUA,2015-10-17,notes,153.78,DECREASED
SIF,2015-8-5,notes,712.83,INCREASED
PFF,2015-11-4,notes,294.58,INCREASED
SGT,2015-11-3,notes,782.12,INCREASED
OBR,2015-8-4,notes,198.2,DECREASED
PUA,2015-9-19,notes,709.83,INCREASED
INY,2015-11-12,notes,301.9,INCREASED
RNP,2015-11-7,notes,451.21,INCREASED
NSJ,2015-8-7,notes,416.81,DECREASED
ARA,2015-9-14,notes,693.17,INCREASED
ULI,2015-7-3,notes,246.44,INCREASED
UBH,2015-8-12,notes,unknown,UNKNOWN
DJY,2015-11-13,notes,840.38,INCREASED
KCT,2015-8-13,notes,754.25,INCREASED
RNP,2015-9-8,notes,136.40,DECREASED
GUC,2015-10-18,notes,386.42,INCREASED
DMD,2015-7-3,notes,863.25,INCREASED
OPZ,2015-10-13,notes,95.58,DECREASED
BWS,2015-7-9,notes,871.67,INCREASED
DMD,2015-7-6,notes,499.17,DECREASED
IES,2015-8-1,notes,906.5,DECREASED
PEX,2015-7-5,notes,83.51,DECREASED
INO,2015-9-9,notes,not there,UNKNOWN
DWM,2015-8-19,notes,838.30,INCREASED
KCT,2015-8-18,notes,245.15,DECREASED
ORX,2015-8-16,notes,849.34,INCREASED
GRH,2015-9-10,notes,981.21,INCREASED
YLB,2015-7-8,notes,661.48,INCREASED
QLS,2015-9-5,notes,65.41,DECREASED
PFT,2015-8-12,notes,136.76,DECREASED
ISF,2015-10-11,notes,879.84,INCREASED
OPZ,2015-10-20,notes,658.42,DECREASED
FZN,2015-7-1,notes,342.33,NEW
IQZ,2015-7-10,notes,987.65,INCREASED
IUQ,2015-7-13,notes,769.50,INCREASED
YPF,2015-8-8,notes,484.1,DECREASED
XZZ,2015-10-4,notes,Not found,UNKNOWN
ETP,2015-8-9,notes,532.60,INCREASED
ZKG,2015-10-10,notes,300.21,DECREASED
SIF,2015-11-3,notes,812.35,INCREASED
HSK,2015-9-20,notes,836.32,DECREASED
ZGV,2015-11-1,notes,215.12,INCREASED
ZPZ,2015-10-11,notes,491.3,INCREASED
KZW,2015-11-12,notes,UNKOWN,UNKNOWN
DNX,2015-8-14,notes,NA,UNKNOWN
IFM,2015-9-15,notes,125.25,INCREASED
IQZ,2015-11-12,notes,798.46,DECREASED
DLV,2015-8-18,notes,113.48,DECREASED
DLV,2015-9-20,notes,Missing,UNKNOWN
ZKG,2015-10-6,notes,545.41,INCREASED
INY,2015-11-3,notes,17.52,DECREASED
IES,2015-8-14,notes,972.98,INCREASED
ISF,2015-10-12,notes,not there,UNKNOWN
XOT,2015-8-15,notes,688.59,INCREASED
ARA,2015-10-7,notes,464.38,INCREASED
QNH,2015-9-18,notes,960.7,INCREASED
DJY,2015-11-19,notes,258.61,DECREASED
GRH,2015-11-7,notes,336.14,INCREASED
DKM,2015-11-15,notes,87.91,INCREASED
SBH,2015-11-10,notes,107.50,DECREASED
LLV,2015-10-2,notes,517.25,INCREASED
XOT,2015-9-15,notes,355.19,DECREASED
IMN,2015-11-18,notes,N/A,UNKNOWN
MDH,2015-9-13,notes,449.3,INCREASED
TZA,2015-7-11,notes,70.33,DECREASED
VVX,2015-11-1,notes,465.74,DECREASED
DWM,2015-7-6,notes,287.63,DECREASED
KJJ,2015-8-20,notes,848.58,DECREASED
DNL,2015-7-18,notes,932.42,INCREASED
QLS,2015-9-13,notes,Missing,UNKNOWN
INY,2015-11-13,notes,989.71,INCREASED
DEE,2015-9-8,notes,349.77,DECREASED
DNL,2015-10-16,notes,973.45,INCREASED
TFQ,2015-8-10,notes,619.96,INCREASED
WYO,2015-10-16,notes,249.89,DECREASED
ZGV,2015-8-17,notes,157.0,INCREASED
DWM,2015-10-4,notes,925.84,INCREASED
COF,2015-10-16,notes,352.10,DECREASED
QBU,2015-11-5,notes,34.88,DECREASED
FGF,2015-7-4,notes,115.57,DECREASED
YRW,2015-7-5,notes,953.93,INCREASED
TFQ,2015-7-8,notes,838.98,INCREASED
VFK,2015-10-2,notes,680.31,INCREASED
IXX,2015-10-1,notes,494.51,DECREASED
LII,2015-7-13,notes,620.25,INCREASED
TIO,2015-10-7,notes,719.43,INCREASED
VVX,2015-9-11,notes,45.58,DECREASED
RNP,2015-8-9,notes,870.19,INCREASED
PFF,2015-7-14,notes,838.24,INCREASED
ETP,2015-11-10,notes,10.78,DECREASED
DNL,2015-9-2,notes,315.30,DECREASED
SIF,2015-7-19,notes,715.2,INCREASED
LDT,2015-7-7,notes,239.1,DECREASED
OBR,2015-7-19,notes,402.17,INCREASED
IQZ,2015-9-1,notes,Missing,UNKNOWN
DNL,2015-9-18,notes,849.26,INCREASED
NIS,2015-8-18,notes,361.26,DECREASED
JFG,2015-7-19,notes,169.5,DECREASED
AJZ,2015-10-5,notes,354.77,INCREASED
JNL,2015-7-11,notes,933.5,INCREASED
ZGV,2015-11-17,notes,176.29,DECREASED
RCC,2015-8-3,notes,716.69,DECREASED
MQZ,2015-7-16,notes,292.10,DECREASED
DJY,2015-8-20,notes,not there,UNKNOWN
FKS,2015-10-7,notes,594.71,INCREASED
WGX,2015-7-10,notes,184.71,DECREASED
WHL,2015-7-18,notes,116.40,DECREASED
WGX,2015-7-9,notes,424.43,DECREASED
ISF,2015-9-6,notes,540.87,DECREASED
MQZ,2015-10-15,notes,324.85,DECREASED
IFM,2015-9-20,notes,UNKOWN,UNKNOWN
OBR,2015-8-19,notes,49.36,DECREASED
XBO,2015-8-16,notes,913.29,INCREASED
KTX,2015-9-9,notes,700.3,DECREASED
MQZ,2015-11-4,notes,446.66,INCREASED
JFG,2015-8-12,notes,501.77,INCREASED
KCT,2015-9-19,notes,968.34,INCREASED
KJJ,2015-7-4,notes,910.3,INCREASED
DLV,2015-8-17,notes,445.88,DECREASED
BBL,2015-10-18,notes,472.71,DECREASED
SBH,2015-7-20,notes,612.90,INCREASED
RNP,2015-8-1,notes,728.35,INCREASED
SGT,2015-7-11,notes,936.50,INCREASED
BBL,2015-9-11,notes,360.45,DECREASED
EUS,2015-10-6,notes,NA,UNKNOWN
RCC,2015-10-6,notes,955.47,INCREASED
WGX,2015-9-17,notes,859.50,INCREASED
IFM,2015-9-5,notes,981.21,INCREASED
FFJ,2015-8-3,notes,318.10,DECREASED
SIF,2015-8-18,notes,718.65,INCREASED
JNL,2015-9-4,notes,342.69,INCREASED
OEI,2015-9-20,notes,403.83,DECREASED
DJY,2015-7-20,notes,64.42,DECREASED
SGT,2015-8-7,notes,531.14,INCREASED
XQN,2015-9-4,notes,9.47,DECREASED
PFF,2015-8-10,notes,945.91,INCREASED
KXO,2015-9-20,notes,533.64,DECREASED
XKF,2015-8-4,notes,744.16,DECREASED
FKS,2015-11-4,notes,771.33,INCREASED
LDT,2015-9-13,notes,UNKOWN,UNKNOWN
WYO,2015-9-19,notes,486.71,DECREASED
DEE,2015-9-13,notes,107.41,DECREASED
JNL,2015-7-3,notes,280.60,INCREASED
DEE,2015-8-17,notes,391.64,INCREASED
ZKG,2015-7-15,notes,380.21,DECREASED
ZVQ,2015-11-6,notes,721.18,INCREASED
IXX,2015-8-12,notes,203.18,INCREASED
LDT,2015-9-11,notes,763.8,INCREASED
GUC,2015-11-14,notes,unknown,UNKNOWN
TFQ,2015-7-16,notes,64.87,DECREASED
ABU,2015-7-19,notes,702.64,DECREASED
ELM,2015-10-3,notes,311.37,DECREASED
IXX,2015-9-8,notes,248.89,DECREASED
WHJ,2015-11-3,notes,466.82,INCREASED
GRH,2015-10-7,notes,104.64,DECREASED
NRA,2015-9-8,notes,74.44,DECREASED
OQB,2015-11-16,notes,135.1,INCREASED
OBR,2015-7-14,notes,244.18,DECREASED
BWS,2015-9-15,notes,644.81,INCREASED
KTX,2015-11-6,notes,111.94,DECREASED
IMN,2015-8-18,notes,42.15,DECREASED
JNL,2015-11-6,notes,681.46,DECREASED
MDH,2015-10-12,notes,978.22,INCREASED
VVX,2015-9-10,notes,237.52,DECREASED
ZVQ,2015-8-1,notes,424.60,DECREASED
SBH,2015-10-11,notes,354.42,DECREASED
GUC,2015-8-7,notes,13.26,DECREASED
QFX,2015-11-16,notes,910.87,DECREASED
JDF,2015-10-12,notes,536.7,DECREASED
RHS,2015-7-8,notes,598.46,INCREASED
ORX,2015-8-13,notes,861.69,INCREASED
OQB,2015-7-6,notes,841.1,INCREASED
INO,2015-7-5,notes,202.67,DECREASED
DMD,2015-11-8,notes,320.9,DECREASED
XOT,2015-7-7,notes,342.99,INCREASED
YLB,2015-8-3,notes,122.79,DECREASED
PUA,2015-9-8,notes,639.53,DECREASED
ETP,2015-8-12,notes,799.48,INCREASED
XZZ,2015-7-16,notes,72.50,DECREASED
ZGV,2015-8-19,notes,39.27,DECREASED
JFG,2015-8-2,notes,697.63,INCREASED
WHJ,2015-9-14,notes,716.90,DECREASED
PGC,2015-7-5,notes,591.69,DECREASED
LLV,2015-7-11,notes,NA,UNKNOWN
BBL,2015-8-18,notes,410.34,DECREASED
JFG,2015-10-18,notes,971.0,INCREASED
ELM,2015-8-9,notes,143.42,DECREASED
FFJ,2015-9-4,notes,428.69,DECREASED
RTN,2015-11-8,notes,10.50,DECREASED
LLV,2015-8-15,notes,602.37,DECREASED
RTN,2015-9-8,notes,15.35,DECREASED
TZA,2015-9-6,notes,441.67,DECREASED
PUA,2015-11-17,notes,318.31,DECREASED
VVX,2015-11-13,notes,619.0,DECREASED
JXG,2015-7-8,notes,193.54,DECREASED
MDH,2015-9-3,notes,933.35,INCREASED
WYO,2015-8-2,notes,556.69,INCREASED
WHJ,2015-8-9,notes,269.63,DECREASED
WHL,2015-8-9,notes,561.12,INCREASED
DLV,2015-7-16,notes,692.62,INCREASED
WGX,2015-10-14,notes,595.71,INCREASED
XOT,2015-8-13,notes,970.2,INCREASED
XBO,2015-11-17,notes,928.15,INCREASED
ZKG,2015-10-5,notes,72.58,INCREASED
WHL,2015-10-2,notes,199.59,INCREASED
IFM,2015-11-12,notes,895.45,INCREASED
INY,2015-9-19,notes,563.68,INCREASED
WYO,2015-9-17,notes,605.48,DECREASED
ARA,2015-7-8,notes,Not applicable,UNKNOWN
YRW,2015-10-13,notes,688.12,INCREASED
IQZ,2015-11-4,notes,821.41,INCREASED
ETP,2015-9-15,notes,407.56,INCREASED
SIF,2015-8-4,notes,412.59,DECREASED
LII,2015-10-7,notes,483.28,INCREASED
INO,2015-10-12,notes,961.10,INCREASED
ZPZ,2015-10-4,notes,138.73,DECREASED
ABU,2015-9-3,notes,21.79,DECREASED
ISF,2015-7-6,notes,701.37,INCREASED
JNL,2015-7-13,notes,449.27,INCREASED
TIO,2015-11-20,notes,967.89,INCREASED
PEX,2015-8-2,notes,636.27,INCREASED
SIF,2015-7-1,notes,298.17,NEW
ELM,2015-10-20,notes,69.69,DECREASED
WYO,2015-8-16,notes,34.51,DECREASED
FKS,2015-7-8,notes,526.23,INCREASED
ZGV,2015-8-13,notes,416.41,DECREASED
LTH,2015-9-16,notes,933.55,INCREASED
FZN,2015-11-6,notes,unknown,UNKNOWN
FKS,2015-9-14,notes,Lost,UNKNOWN
LLV,2015-7-16,notes,799.37,INCREASED
YRW,2015-9-1,notes,902.29,INCREASED
QBU,2015-9-20,notes,549.71,INCREASED
ZPZ,2015-8-11,notes,128.45,DECREASED
ISF,2015-8-19,notes,328.43,INCREASED
KTX,2015-8-4,notes,649.78,INCREASED
ZGV,2015-7-4,notes,207.84,DECREASED
ZPZ,2015-8-17,notes,369.63,DECREASED
LVR,2015-10-4,notes,75.96,DECREASED
XKF,2015-11-13,notes,77.68,DECREASED
DUO,2015-11-9,notes,304.94,DECREASED
VVX,2015-9-12,notes,573.43,INCREASED
ORX,2015-8-12,notes,605.61,INCREASED
ISF,2015-8-4,notes,948.65,INCREASED
NIS,2015-9-7,notes,829.32,INCREASED
XOT,2015-8-17,notes,Invalid,UNKNOWN
NIS,2015-11-3,notes,528.86,INCREASED
DNX,2015-9-17,notes,unknown,UNKNOWN
WGX,2015-8-4,notes,UNKOWN,UNKNOWN
DEE,2015-8-1,notes,273.57,DECREASED
ARA,2015-7-10,notes,437.40,DECREASED
FKS,2015-7-11,notes,Not found,UNKNOWN
KXO,2015-11-16,notes,742.72,INCREASED
NIS,2015-10-19,notes,91.72,DECREASED
GUC,2015-8-19,notes,281.54,DECREASED
FFJ,2015-11-12,notes,846.57,INCREASED
RNP,2015-8-3,notes,362.23,INCREASED
RNP,2015-7-10,notes,823.92,INCREASED
JFG,2015-7-7,notes,711.8,INCREASED
VVX,2015-8-7,notes,208.48,DECREASED
FFJ,2015-7-10,notes,914.75,INCREASED
KJJ,2015-8-6,notes,331.17,DECREASED
OEI,2015-10-2,notes,103.95,DECREASED
LLV,2015-9-10,notes,968.65,INCREASED
FZS,2015-10-9,notes,490.44,INCREASED
RTN,2015-11-11,notes,610.29,INCREASED
YLB,2015-11-10,notes,957.45,INCREASED
DNX,2015-7-7,notes,951.34,INCREASED
LLV,2015-8-20,notes,832.46,INCREASED
RTN,2015-7-15,notes,277.16,DECREASED
GRH,2015-9-17,notes,927.41,INCREASED
AJZ,2015-7-5,notes,623.27,INCREASED
ABU,2015-10-19,notes,349.44,DECREASED
COF,2015-11-8,notes,446.6,DECREASED
LLV,2015-9-19,notes,723.15,DECREASED
TZA,2015-9-1,notes,581.48,INCREASED
BWS,2015-8-11,notes,271.43,DECREASED
VVX,2015-8-5,notes,808.51,INCREASED
WHJ,2015-10-2,notes,845.22,INCREASED
IQZ,2015-8-11,notes,701.59,DECREASED
JXG,2015-7-12,notes,725.4,INCREASED
KJJ,2015-9-10,notes,472.64,INCREASED
JFG,2015-8-5,notes,816.74,INCREASED
RCC,2015-10-8,notes,96.9,DECREASED
YPF,2015-7-7,notes,369.64,DECREASED
BWS,2015-7-1,notes,438.15,NEW
FZS,2015-7-20,notes,465.49,INCREASED
EUS,2015-8-11,notes,597.89,INCREASED
PEX,2015-9-10,notes,859.67,INCREASED
XQN,2015-9-18,notes,925.7,INCREASED
XBO,2015-10-8,notes,109.91,DECREASED
FZS,2015-8-17,notes,817.50,INCREASED
TZA,2015-8-7,notes,-----,UNKNOWN
ARA,2015-9-6,notes,867.24,INCREASED
JNL,2015-9-7,notes,711.68,INCREASED
DJY,2015-9-19,notes,unknown,UNKNOWN
RNP,2015-8-4,notes,181.34,DECREASED
TZA,2015-9-19,notes,242.41,DECREASED
YPF,2015-11-10,notes,Not applicable,UNKNOWN
KJJ,2015-10-9,notes,402.48,DECREASED
EUS,2015-10-13,notes,947.97,INCREASED
WYO,2015-8-10,notes,538.91,INCREASED
IXX,2015-9-6,notes,919.54,INCREASED
QFX,2015-10-12,notes,180.29,DECREASED
LDT,2015-8-20,notes,254.7,DECREASED
DWM,2015-11-13,notes,595.95,INCREASED
LII,2015-7-7,notes,136.79,DECREASED
INO,2015-11-4,notes,379.37,DECREASED
DMD,2015-11-5,notes,147.28,INCREASED
INY,2015-7-3,notes,584.63,INCREASED
DNX,2015-9-20,notes,563.40,INCREASED
IFM,2015-7-3,notes,410.74,INCREASED
XZZ,2015-7-15,notes,235.6,DECREASED
FZV,2015-11-14,notes,133.58,DECREASED
VVX,2015-8-15,notes,168.4,DECREASED
UBH,2015-11-6,notes,363.65,INCREASED
PEX,2015-8-15,notes,Invalid,UNKNOWN
ETP,2015-8-16,notes,67.10,DECREASED
QNH,2015-7-12,notes,618.17,INCREASED
GUC,2015-10-11,notes,913.74,INCREASED
FGF,2015-10-6,notes,202.22,INCREASED
PUA,2015-11-2,notes,159.28,DECREASED
ELM,2015-8-7,notes,211.23,DECREASED
FGF,2015-9-20,notes,not there,UNKNOWN
YPF,2015-9-4,notes,858.55,INCREASED
BBL,2015-7-5,notes,271.21,DECREASED
FKS,2015-11-18,notes,28.75,DECREASED
COF,2015-9-1,notes,426.75,DECREASED
MDH,2015-10-5,notes,870.10,INCREASED
DMD,2015-11-3,notes,763.40,INCREASED
YLB,2015-11-17,notes,...,UNKNOWN
WHL,2015-10-13,notes,171.74,DECREASED
FZV,2015-11-13,notes,422.32,INCREASED
DNX,2015-10-13,notes,168.52,DECREASED
EUS,2015-10-17,notes,947.66,INCREASED
SBH,2015-8-19,notes,840.50,INCREASED
OBR,2015-11-4,notes,779.42,INCREASED
INO,2015-9-5,notes,394.21,DECREASED
NRA,2015-11-1,notes,496.15,INCREASED
NIS,2015-11-7,notes,644.39,INCREASED
GRH,2015-11-11,notes,106.9,DECREASED
RCC,2015-9-20,notes,140.54,DECREASED
RNP,2015-9-6,notes,894.1,INCREASED
DNL,2015-8-4,notes,N/A,UNKNOWN
JFG,2015-10-8,notes,737.7,INCREASED
XQN,2015-11-14,notes,630.29,DECREASED
XKF,2015-8-8,notes,442.10,INCREASED
MQZ,2015-10-14,notes,526.62,INCREASED
IXX,2015-8-5,notes,974.10,INCREASED
COF,2015-11-15,notes,162.64,DECREASED
XKF,2015-10-5,notes,898.65,INCREASED
BWS,2015-7-12,notes,831.94,INCREASED
SGT,2015-11-12,notes,478.80,INCREASED
SGT,2015-10-16,notes,813.75,INCREASED
TSM,2015-11-18,notes,520.97,INCREASED
IES,2015-8-18,notes,244.51,DECREASED
MDH,2015-8-3,notes,...,UNKNOWN
BWS,2015-9-2,notes,-----,UNKNOWN
PEX,2015-11-13,notes,859.35,INCREASED
TZA,2015-10-15,notes,101.30,DECREASED
IMN,2015-9-11,notes,-,UNKNOWN
DJY,2015-10-12,notes,932.75,INCREASED
ARA,2015-7-12,notes,640.92,INCREASED
FZN,2015-10-11,notes,988.73,INCREASED
IES,2015-8-6,notes,479.66,INCREASED
RNP,2015-10-9,notes,952.56,INCREASED
ZGV,2015-10-7,notes,579.91,INCREASED
TIO,2015-11-7,notes,408.56,INCREASED
KCT,2015-11-1,notes,29.63,DECREASED
LDT,2015-10-11,notes,770.98,DECREASED
ARA,2015-7-15,notes,332.67,DECREASED
ETP,2015-8-14,notes,255.72,DECREASED
IQZ,2015-10-20,notes,169.63,DECREASED
QBU,2015-10-5,notes,-----,UNKNOWN
RTN,2015-10-2,notes,675.96,DECREASED
IQZ,2015-10-9,notes,115.34,DECREASED
DWM,2015-10-14,notes,734.22,INCREASED
ARA,2015-10-20,notes,138.84,DECREASED
QFX,2015-10-7,notes,285.36,INCREASED
PFF,2015-9-1,notes,111.57,DECREASED
ORX,2015-11-2,notes,858.27,INCREASED
SIF,2015-9-20,notes,782.79,DECREASED
HSK,2015-8-5,notes,551.85,INCREASED
ELM,2015-8-3,notes,294.82,DECREASED
AJZ,2015-11-4,notes,100.42,DECREASED
XBO,2015-10-9,notes,260.50,INCREASED
LLV,2015-7-1,notes,477.69,NEW
YRW,2015-11-18,notes,unknown,UNKNOWN
ORX,2015-9-6,notes,780.56,INCREASED
DNX,2015-7-2,notes,934.71,INCREASED
INY,2015-11-1,notes,147.24,DECREASED
QBU,2015-11-19,notes,219.95,DECREASED
JXG,2015-9-9,notes,664.81,INCREASED
QNH,2015-10-18,notes,975.22,INCREASED
LII,2015-7-17,notes,584.8,DECREASED
KCT,2015-7-3,notes,Lost,UNKNOWN
XZZ,2015-10-12,notes,577.11,DECREASED
PUA,2015-9-15,notes,992.0,INCREASED
DKM,2015-10-16,notes,unknown,UNKNOWN
QLS,2015-7-1,notes,Invalid,UNKNOWN
IMN,2015-7-2,notes,522.93,DECREASED
ULI,2015-11-16,notes,735.99,DECREASED
QLS,2015-9-12,notes,Invalid,UNKNOWN
OBR,2015-10-9,notes,861.49,INCREASED
ULI,2015-9-8,notes,437.23,DECREASED
ABU,2015-7-2,notes,507.60,DECREASED
AJZ,2015-7-15,notes,308.82,DECREASED
OEI,2015-8-8,notes,932.30,INCREASED
YLB,2015-11-3,notes,543.80,INCREASED
JFG,2015-8-6,notes,178.82,DECREASED
NSJ,2015-10-19,notes,444.69,INCREASED
ULI,2015-11-12,notes,810.25,INCREASED
LDT,2015-10-3,notes,164.52,INCREASED
QNH,2015-9-2,notes,744.74,INCREASED
DNX,2015-9-11,notes,922.61,INCREASED
DLV,2015-10-3,notes,13.96,DECREASED
DNL,2015-10-19,notes,943.87,INCREASED
DWM,2015-9-15,notes,983.57,INCREASED
BWS,2015-7-2,notes,N/A,UNKNOWN
ARA,2015-7-14,notes,888.72,INCREASED
GRH,2015-11-17,notes,949.32,INCREASED
KTX,2015-9-13,notes,652.96,INCREASED
DNL,2015-8-16,notes,Not applicable,UNKNOWN
INY,2015-10-19,notes,589.62,INCREASED
IXX,2015-9-20,notes,-,UNKNOWN
DMD,2015-10-12,notes,unknown,UNKNOWN
KTX,2015-7-2,notes,877.8,INCREASED
JXG,2015-10-11,notes,291.46,INCREASED
QBU,2015-10-20,notes,N/A,UNKNOWN
PEX,2015-8-13,notes,112.43,DECREASED
XZZ,2015-9-20,notes,277.28,DECREASED
RTN,2015-10-15,notes,930.76,INCREASED
OBR,2015-8-15,notes,67.28,DECREASED
ZKG,2015-10-13,notes,Not found,UNKNOWN
NRA,2015-7-20,notes,15.42,DECREASED
DJY,2015-7-3,notes,965.64,INCREASED
FKS,2015-8-8,notes,380.85,DECREASED
IFM,2015-8-4,notes,338.86,INCREASED
XKF,2015-10-8,notes,969.14,INCREASED
QFX,2015-8-7,notes,650.49,INCREASED
MDH,2015-10-10,notes,708.5,DECREASED
NIS,2015-9-1,notes,426.98,DECREASED
FZS,2015-9-9,notes,29.86,DECREASED
BWS,2015-7-7,notes,315.34,DECREASED
XZZ,2015-8-12,notes,843.83,INCREASED
QNH,2015-7-3,notes,680.33,INCREASED
DMD,2015-10-9,notes,740.69,INCREASED
IXX,2015-11-14,notes,764.59,DECREASED
DWM,2015-7-9,notes,600.87,DECREASED
WHJ,2015-11-19,notes,714.23,DECREASED
LVR,2015-9-5,notes,236.32,DECREASED
FFJ,2015-7-14,notes,378.82,DECREASED
